customer_id,business_size,industry,cardholder_role,business_age_years,tenure_months,credit_limit,avg_monthly_spend,spend_trend_3mo,transaction_count_monthly,utilization_ratio,merchant_category_diversity,credit_score_band,late_payments_last_12mo,payment_ratio,support_calls_last_90d,login_frequency_monthly,churn_flag
SME181227,micro,healthcare,employee,4.6,24.0,22200.0,7004.6,0.11,86.0,0.393,7,near_prime,5,0.66,1.0,12.0,0
SME181228,micro,tech,employee,4.8,18.0,7700.0,3951.95,0.217,30.0,0.429,10,prime,0,0.94,3.0,9.0,0
SME181229,micro,professional_services,business_owner,5.4,47.0,8300.0,2857.14,0.235,17.0,0.305,2,subprime,5,0.63,1.0,15.0,0
SME181230,small,tech,employee,1.7,45.0,10300.0,5217.07,-0.038,29.0,0.178,7,super_prime,0,0.92,0.0,0.0,1
SME181231,small,food_service,employee,3.4,8.0,35100.0,5602.57,-0.06,35.0,0.287,14,near_prime,0,0.67,3.0,1.0,1
SME181232,small,food_service,employee,5.1,50.0,24600.0,6205.66,0.228,47.0,0.183,3,near_prime,3,0.58,1.0,6.0,0
SME181233,small,retail,employee,8.4,6.0,11800.0,6034.99,-0.038,67.0,0.431,9,near_prime,2,0.72,2.0,19.0,0
SME181234,micro,construction,business_owner,3.3,5.0,6600.0,3816.65,-0.127,19.0,0.281,6,near_prime,1,0.74,4.0,16.0,1
SME181235,micro,retail,business_owner,12.5,24.0,7300.0,10224.08,-0.104,81.0,0.663,8,super_prime,1,1.16,2.0,3.0,0
SME181236,micro,professional_services,business_owner,1.2,1.0,10500.0,2605.8,-0.041,20.0,0.256,7,prime,2,0.95,2.0,13.0,0
SME181237,micro,food_service,employee,2.9,9.0,15000.0,6799.16,-0.018,61.0,0.487,14,prime,0,0.9,1.0,6.0,1
SME181238,micro,professional_services,business_owner,5.3,33.0,18500.0,4738.41,-0.08,38.0,0.335,13,prime,0,1.06,1.0,12.0,0
SME181239,small,construction,business_owner,1.2,74.0,17800.0,7545.64,0.03,50.0,0.472,11,prime,2,0.65,1.0,5.0,0
SME181240,medium,healthcare,business_owner,7.7,29.0,8300.0,1855.47,-0.133,10.0,0.211,12,near_prime,2,0.4,0.0,12.0,0
SME181241,small,construction,business_owner,0.5,22.0,19700.0,3582.13,-0.07,18.0,0.276,3,prime,1,0.66,2.0,7.0,0
SME181242,micro,professional_services,employee,2.4,8.0,9400.0,3199.6,-0.025,19.0,0.337,8,prime,0,0.75,2.0,14.0,0
SME181243,small,retail,business_owner,5.9,63.0,31500.0,4656.83,-0.124,37.0,0.575,7,near_prime,2,0.65,2.0,14.0,0
SME181244,micro,healthcare,employee,5.2,3.0,12400.0,5847.08,0.144,68.0,0.312,9,prime,2,0.72,1.0,11.0,0
SME181245,small,tech,employee,2.6,38.0,10200.0,2769.98,0.071,23.0,0.167,4,prime,0,0.97,0.0,5.0,0
SME181246,small,healthcare,business_owner,8.7,15.0,10300.0,1824.36,0.176,13.0,0.511,9,super_prime,2,0.7,2.0,12.0,0
SME181247,micro,food_service,employee,3.9,24.0,11200.0,5284.51,-0.017,35.0,0.403,14,prime,1,0.7,,8.0,0
SME181248,micro,construction,employee,7.6,14.0,13000.0,9047.21,0.235,47.0,0.208,7,super_prime,0,0.74,0.0,0.0,0
SME181249,small,food_service,employee,3.9,172.0,20700.0,3368.8,0.011,17.0,0.176,5,near_prime,2,0.8,2.0,10.0,0
SME181250,medium,tech,employee,9.2,25.0,7900.0,3167.6,0.114,19.0,0.557,7,prime,0,0.98,0.0,0.0,0
SME181251,micro,professional_services,employee,2.9,17.0,17600.0,6668.3,-0.055,34.0,0.206,12,subprime,7,0.55,1.0,16.0,0
SME181252,small,healthcare,employee,0.7,27.0,14100.0,2149.94,0.023,12.0,0.28,1,subprime,3,0.63,2.0,7.0,0
SME181253,small,tech,employee,0.5,41.0,10400.0,2113.16,0.144,22.0,0.63,11,prime,0,0.96,2.0,8.0,0
SME181254,micro,food_service,business_owner,9.7,17.0,25300.0,5764.41,0.187,34.0,0.051,6,prime,1,0.78,3.0,,0
SME181255,micro,professional_services,business_owner,1.4,5.0,6200.0,4924.77,0.025,43.0,0.491,10,prime,1,0.67,0.0,1.0,0
SME181256,micro,professional_services,employee,4.7,9.0,13400.0,5322.36,0.108,27.0,0.208,1,prime,0,0.65,2.0,7.0,0
SME181257,micro,food_service,employee,8.9,29.0,21800.0,5929.95,-0.049,63.0,0.33,8,super_prime,0,0.89,1.0,6.0,1
SME181258,micro,retail,employee,0.5,6.0,22800.0,3708.95,-0.045,26.0,0.142,1,subprime,1,0.73,7.0,16.0,0
SME181259,micro,retail,employee,7.2,19.0,7800.0,1348.71,-0.038,10.0,0.524,7,prime,2,0.53,3.0,3.0,0
SME181260,micro,professional_services,business_owner,4.4,19.0,1900.0,8063.59,-0.01,71.0,0.331,1,subprime,6,0.66,0.0,3.0,0
SME181261,micro,retail,employee,6.4,1.0,6200.0,3978.93,0.055,29.0,0.3,5,near_prime,2,0.58,2.0,16.0,0
SME181262,small,retail,business_owner,17.0,27.0,26900.0,4282.36,0.128,41.0,0.171,10,super_prime,0,1.01,1.0,18.0,0
SME181263,micro,construction,business_owner,0.5,12.0,17500.0,5236.29,0.108,43.0,0.264,8,prime,0,0.94,3.0,11.0,1
SME181264,micro,professional_services,employee,18.7,45.0,8100.0,670.01,-0.049,8.0,0.047,9,subprime,2,0.45,2.0,15.0,0
SME181265,micro,professional_services,employee,1.3,3.0,18700.0,5168.33,0.121,43.0,0.5,7,near_prime,0,0.77,0.0,9.0,0
SME181266,small,healthcare,business_owner,5.5,27.0,16700.0,4141.79,-0.159,28.0,0.221,5,subprime,2,0.78,2.0,10.0,1
SME181267,small,retail,business_owner,5.2,52.0,7800.0,4219.03,-0.01,22.0,0.294,6,super_prime,0,0.73,0.0,9.0,0
SME181268,small,construction,business_owner,0.5,7.0,13400.0,7865.07,0.012,56.0,0.236,2,near_prime,4,0.75,1.0,5.0,1
SME181269,small,retail,employee,5.8,33.0,1000.0,1263.04,0.114,7.0,0.435,12,prime,1,0.82,1.0,14.0,0
SME181270,micro,healthcare,employee,0.5,6.0,17800.0,4984.0,0.044,30.0,0.261,8,subprime,3,0.45,3.0,16.0,0
SME181271,micro,retail,employee,1.6,43.0,7800.0,9587.69,0.072,90.0,0.345,1,prime,0,0.53,1.0,9.0,0
SME181272,small,professional_services,employee,1.5,12.0,8500.0,3861.5,0.046,44.0,0.19,10,prime,1,0.66,2.0,9.0,0
SME181273,micro,construction,employee,13.4,65.0,14600.0,6011.14,0.021,39.0,0.373,3,prime,4,0.69,3.0,0.0,0
SME181274,medium,healthcare,employee,2.5,26.0,23000.0,3563.67,-0.135,23.0,0.421,6,super_prime,0,0.84,0.0,8.0,0
SME181275,micro,food_service,employee,1.9,10.0,15900.0,6048.62,0.039,49.0,0.406,4,near_prime,0,1.05,3.0,15.0,0
SME181276,micro,retail,business_owner,7.0,27.0,23700.0,10342.43,0.111,60.0,0.252,14,super_prime,1,0.67,0.0,11.0,0
SME181277,medium,food_service,business_owner,6.4,16.0,19600.0,7831.66,0.077,45.0,0.32,13,prime,0,0.92,5.0,18.0,0
SME181278,small,food_service,employee,18.2,19.0,21800.0,3747.1,0.027,23.0,0.42,6,near_prime,0,0.74,1.0,11.0,0
SME181279,micro,professional_services,employee,3.9,13.0,3100.0,807.23,0.048,7.0,0.288,8,prime,3,0.81,3.0,5.0,1
SME181280,micro,professional_services,business_owner,8.9,13.0,13400.0,6136.62,0.311,45.0,0.522,2,subprime,1,0.45,3.0,3.0,0
SME181281,small,professional_services,business_owner,3.8,25.0,8600.0,2587.75,-0.03,17.0,0.232,11,subprime,2,0.68,5.0,10.0,0
SME181282,small,food_service,employee,4.5,69.0,20600.0,3143.27,-0.057,18.0,0.63,13,prime,0,0.74,0.0,8.0,0
SME181283,medium,healthcare,employee,1.9,52.0,7100.0,534.24,-0.003,5.0,0.187,9,subprime,2,0.54,1.0,3.0,0
SME181284,small,retail,employee,0.5,17.0,12100.0,10184.61,0.231,86.0,0.268,9,super_prime,0,0.84,0.0,14.0,0
SME181285,small,professional_services,employee,1.5,6.0,6300.0,7790.86,-0.03,52.0,0.565,13,subprime,2,0.69,2.0,5.0,0
SME181286,small,professional_services,employee,3.7,17.0,8500.0,2526.98,-0.012,14.0,0.176,7,prime,1,0.76,3.0,7.0,0
SME181287,medium,healthcare,employee,6.9,33.0,16300.0,2417.39,-0.031,23.0,0.43,7,prime,0,0.97,2.0,7.0,1
SME181288,micro,retail,business_owner,4.0,119.0,8900.0,7235.69,-0.024,52.0,0.074,13,prime,1,0.8,0.0,9.0,0
SME181289,micro,professional_services,employee,0.5,16.0,7000.0,5778.63,0.123,59.0,0.598,4,prime,0,0.83,2.0,9.0,1
SME181290,small,tech,employee,5.6,16.0,28800.0,2532.37,-0.036,20.0,0.221,2,near_prime,3,0.77,0.0,10.0,1
SME181291,micro,food_service,business_owner,3.7,9.0,17100.0,10786.27,0.291,57.0,0.126,14,prime,0,0.8,3.0,3.0,0
SME181292,small,construction,business_owner,5.0,2.0,25700.0,4384.81,-0.047,48.0,0.555,5,subprime,4,0.73,1.0,14.0,0
SME181293,micro,healthcare,business_owner,3.3,4.0,3400.0,5975.12,-0.181,56.0,0.24,3,subprime,2,0.74,2.0,11.0,1
SME181294,micro,healthcare,business_owner,3.5,13.0,10500.0,4885.72,-0.023,55.0,0.256,13,prime,3,0.68,1.0,9.0,0
SME181295,small,food_service,business_owner,0.5,36.0,5000.0,4526.44,-0.168,27.0,0.262,8,near_prime,3,0.7,2.0,10.0,1
SME181296,medium,retail,business_owner,11.0,11.0,10800.0,10978.6,0.097,82.0,0.229,12,subprime,3,0.69,1.0,14.0,0
SME181297,micro,construction,employee,6.4,43.0,17700.0,7203.57,-0.075,63.0,0.373,14,prime,1,1.18,1.0,,1
SME181298,micro,food_service,business_owner,6.9,17.0,7400.0,2133.45,-0.038,21.0,0.442,4,super_prime,0,0.73,0.0,3.0,0
SME181299,micro,retail,employee,0.5,68.0,22700.0,3972.49,0.006,47.0,0.302,12,super_prime,0,0.67,0.0,10.0,0
SME181300,micro,food_service,business_owner,1.4,7.0,18700.0,1144.21,-0.117,11.0,0.158,5,super_prime,0,0.91,0.0,9.0,0
SME181301,small,tech,employee,4.9,56.0,12100.0,8885.14,0.284,46.0,0.445,8,super_prime,1,0.81,0.0,5.0,0
SME181302,micro,retail,business_owner,11.6,1.0,9000.0,3515.85,0.128,33.0,0.216,14,super_prime,0,0.62,1.0,13.0,0
SME181303,medium,food_service,business_owner,11.1,28.0,16200.0,3923.66,-0.081,28.0,0.341,11,subprime,3,0.55,6.0,,0
SME181304,micro,professional_services,employee,5.6,1.0,5900.0,7109.17,0.142,67.0,0.423,8,prime,0,0.87,3.0,3.0,0
SME181305,micro,professional_services,employee,1.4,17.0,25100.0,109.62,0.096,1.0,0.081,7,prime,2,0.74,1.0,1.0,0
SME181306,micro,tech,employee,9.4,9.0,4800.0,5676.75,-0.037,33.0,0.162,5,prime,2,0.66,,4.0,0
SME181307,micro,healthcare,employee,1.7,11.0,10500.0,2580.35,-0.009,19.0,0.537,9,prime,0,0.76,2.0,13.0,0
SME181308,small,construction,employee,2.9,35.0,13600.0,1984.7,0.07,16.0,0.075,3,near_prime,1,0.66,1.0,8.0,1
SME181309,small,retail,business_owner,9.6,76.0,8000.0,5570.3,0.179,62.0,0.212,6,prime,2,0.78,0.0,7.0,0
SME181310,medium,construction,business_owner,6.8,9.0,20800.0,6188.54,0.101,64.0,0.804,12,prime,4,0.72,3.0,16.0,1
SME181311,micro,tech,business_owner,1.9,24.0,23300.0,1597.4,-0.409,10.0,0.032,14,prime,4,0.55,1.0,9.0,0
SME181312,micro,professional_services,employee,16.6,42.0,12300.0,3193.45,-0.052,22.0,0.556,14,near_prime,1,0.94,2.0,13.0,0
SME181313,medium,retail,business_owner,3.0,32.0,12800.0,7032.55,0.088,56.0,0.356,7,near_prime,0,0.8,3.0,0.0,1
SME181314,small,tech,employee,6.7,20.0,16700.0,2469.54,0.077,16.0,0.161,1,prime,0,0.69,0.0,13.0,0
SME181315,micro,retail,employee,4.0,5.0,1000.0,4122.9,-0.004,33.0,0.418,1,prime,1,0.77,2.0,9.0,0
SME181316,micro,retail,employee,0.5,33.0,18400.0,4766.03,0.298,42.0,0.232,13,super_prime,1,0.69,1.0,12.0,1
SME181317,micro,food_service,employee,9.4,69.0,5800.0,7183.04,-0.088,73.0,0.46,14,super_prime,1,0.72,0.0,8.0,0
SME181318,micro,construction,employee,5.1,26.0,24400.0,10408.42,0.146,61.0,0.562,14,prime,1,0.85,0.0,6.0,0
SME181319,micro,healthcare,employee,2.7,2.0,8500.0,100.23,0.002,1.0,0.491,4,super_prime,1,0.64,0.0,11.0,0
SME181320,micro,tech,employee,0.7,45.0,14400.0,2977.04,-0.112,24.0,0.336,14,super_prime,2,1.02,1.0,11.0,0
SME181321,micro,professional_services,business_owner,3.6,39.0,21400.0,7443.74,0.127,48.0,0.191,2,near_prime,1,0.82,2.0,2.0,0
SME181322,micro,tech,business_owner,4.6,26.0,17800.0,3382.64,0.121,18.0,0.291,13,near_prime,0,0.83,,8.0,0
SME181323,small,food_service,business_owner,5.4,17.0,15900.0,3961.83,-0.128,20.0,0.303,1,prime,1,0.69,1.0,0.0,0
SME181324,medium,food_service,business_owner,5.2,40.0,1000.0,8669.47,0.042,96.0,0.313,7,near_prime,1,0.75,3.0,14.0,0
SME181325,micro,retail,business_owner,4.7,16.0,13400.0,9983.72,0.267,53.0,0.571,3,subprime,2,0.38,1.0,0.0,1
SME181326,small,construction,business_owner,1.4,11.0,7000.0,120.19,0.202,1.0,0.239,5,super_prime,0,0.87,0.0,2.0,1
SME181327,micro,retail,employee,8.8,6.0,4600.0,115.03,0.15,1.0,0.358,4,prime,1,0.6,3.0,13.0,0
SME181328,micro,food_service,business_owner,2.4,24.0,19900.0,4139.76,0.095,31.0,0.217,7,prime,1,0.9,1.0,5.0,0
SME181329,micro,tech,business_owner,0.8,20.0,12300.0,84.96,-0.15,1.0,0.106,12,prime,3,0.67,1.0,13.0,1
SME181330,micro,retail,employee,14.8,19.0,27400.0,3224.03,0.078,17.0,0.568,5,super_prime,0,0.72,0.0,12.0,0
SME181331,small,food_service,employee,2.9,9.0,9700.0,3990.22,-0.067,31.0,0.384,4,near_prime,0,0.81,1.0,11.0,0
SME181332,micro,healthcare,business_owner,10.9,1.0,25100.0,8148.71,0.137,42.0,0.279,13,prime,0,1.02,2.0,1.0,0
SME181333,micro,tech,employee,1.2,89.0,17400.0,5774.19,-0.08,72.0,0.293,3,super_prime,0,0.89,0.0,11.0,1
SME181334,medium,professional_services,employee,2.2,5.0,9600.0,9502.84,0.085,48.0,0.192,2,prime,2,0.83,0.0,,0
SME181335,small,professional_services,business_owner,6.3,1.0,22800.0,2497.54,-0.207,28.0,0.582,8,super_prime,0,0.82,3.0,4.0,1
SME181336,micro,healthcare,business_owner,7.0,47.0,6700.0,8968.31,0.068,86.0,0.032,11,near_prime,3,0.59,2.0,4.0,0
SME181337,micro,food_service,employee,3.2,7.0,21800.0,341.15,0.08,4.0,0.154,2,prime,0,0.94,0.0,6.0,0
SME181338,micro,retail,employee,15.7,30.0,17200.0,3367.35,0.024,30.0,0.408,13,subprime,2,0.64,1.0,10.0,0
SME181339,small,food_service,employee,2.7,7.0,11700.0,1327.53,0.002,9.0,0.118,5,near_prime,3,0.59,4.0,5.0,1
SME181340,micro,professional_services,employee,1.8,39.0,15600.0,3305.05,-0.338,31.0,0.528,4,near_prime,0,0.58,1.0,5.0,1
SME181341,micro,healthcare,employee,7.2,17.0,17000.0,1845.85,-0.204,11.0,0.264,12,super_prime,1,0.68,1.0,7.0,1
SME181342,medium,tech,business_owner,6.3,31.0,17300.0,9344.06,-0.035,47.0,0.481,4,prime,1,0.47,1.0,13.0,1
SME181343,medium,professional_services,employee,6.0,6.0,7200.0,2829.84,0.011,20.0,0.749,12,super_prime,0,1.05,1.0,5.0,0
SME181344,micro,professional_services,employee,3.3,51.0,23900.0,4268.72,-0.247,32.0,0.283,11,prime,0,0.68,1.0,9.0,0
SME181345,small,retail,employee,11.3,11.0,15700.0,10179.18,0.122,64.0,0.253,13,near_prime,0,0.52,3.0,4.0,0
SME181346,micro,professional_services,employee,9.4,32.0,11300.0,5340.83,-0.025,60.0,0.494,13,super_prime,1,0.85,1.0,13.0,0
SME181347,micro,food_service,employee,1.9,25.0,7200.0,9013.36,0.026,91.0,0.396,5,super_prime,1,1.11,0.0,1.0,0
SME181348,micro,healthcare,business_owner,10.6,4.0,13100.0,5109.12,-0.131,31.0,0.438,14,near_prime,2,0.73,3.0,10.0,0
SME181349,micro,construction,employee,3.5,1.0,24900.0,2873.85,0.055,18.0,0.621,6,near_prime,2,0.74,1.0,0.0,0
SME181350,small,food_service,employee,1.6,17.0,4600.0,6469.26,0.101,77.0,0.297,3,super_prime,1,0.87,0.0,14.0,0
SME181351,small,food_service,business_owner,8.1,30.0,24900.0,5514.12,-0.07,31.0,0.375,3,prime,0,0.66,1.0,9.0,0
SME181352,small,professional_services,business_owner,3.7,16.0,11000.0,3258.56,0.068,18.0,0.275,5,subprime,4,0.62,5.0,9.0,0
SME181353,small,tech,employee,3.6,26.0,20000.0,7474.49,0.014,54.0,0.416,10,subprime,1,0.59,3.0,0.0,1
SME181354,micro,professional_services,business_owner,5.2,20.0,3500.0,3881.28,-0.188,35.0,0.517,13,near_prime,2,0.75,0.0,4.0,0
SME181355,medium,retail,business_owner,1.1,1.0,24100.0,8632.25,0.013,79.0,0.523,9,prime,0,0.74,0.0,6.0,0
SME181356,small,professional_services,business_owner,4.5,24.0,29300.0,1839.37,-0.023,16.0,0.068,1,super_prime,1,0.78,3.0,12.0,0
SME181357,small,professional_services,business_owner,6.6,14.0,27900.0,1814.49,0.065,22.0,0.407,4,prime,2,0.64,1.0,12.0,1
SME181358,small,construction,business_owner,22.9,2.0,22200.0,103.01,0.03,1.0,0.517,8,subprime,1,0.65,3.0,7.0,0
SME181359,micro,professional_services,business_owner,3.5,17.0,14400.0,5774.16,-0.087,51.0,0.103,5,super_prime,0,0.7,2.0,13.0,1
SME181360,small,retail,business_owner,7.6,1.0,23600.0,3040.71,-0.099,16.0,0.567,9,super_prime,0,1.05,1.0,5.0,1
SME181361,micro,construction,business_owner,1.8,15.0,10900.0,5539.45,0.175,64.0,0.121,3,super_prime,0,0.95,2.0,8.0,0
SME181362,micro,retail,business_owner,5.9,41.0,10500.0,5068.58,-0.055,37.0,0.233,11,prime,1,0.97,0.0,12.0,1
SME181363,small,construction,business_owner,8.1,38.0,21400.0,2798.15,-0.031,27.0,0.11,5,near_prime,4,0.77,3.0,13.0,1
SME181364,micro,healthcare,employee,1.9,55.0,22900.0,7488.9,-0.101,81.0,0.353,13,near_prime,1,0.9,1.0,9.0,0
SME181365,small,construction,employee,8.2,25.0,14400.0,3996.76,-0.02,28.0,0.111,8,subprime,1,0.57,1.0,13.0,0
SME181366,micro,construction,employee,17.3,16.0,14500.0,5632.58,-0.108,63.0,0.11,8,prime,0,0.88,0.0,11.0,0
SME181367,medium,professional_services,employee,4.8,92.0,13700.0,6365.47,0.095,35.0,0.408,7,super_prime,0,0.87,1.0,0.0,0
SME181368,small,construction,business_owner,5.8,34.0,17200.0,4395.24,0.051,32.0,0.354,5,prime,1,0.84,1.0,15.0,0
SME181369,micro,food_service,employee,7.2,10.0,14800.0,7713.56,-0.011,47.0,0.046,10,prime,1,0.96,1.0,14.0,1
SME181370,micro,professional_services,employee,1.0,30.0,11800.0,2524.9,-0.1,29.0,0.072,5,prime,0,0.88,3.0,13.0,0
SME181371,micro,construction,business_owner,3.7,21.0,2600.0,3750.85,-0.195,20.0,0.691,6,prime,0,0.92,0.0,1.0,0
SME181372,micro,food_service,business_owner,22.1,45.0,32400.0,5287.49,-0.041,56.0,0.403,1,near_prime,5,0.87,0.0,8.0,0
SME181373,micro,food_service,employee,0.5,1.0,12500.0,12586.68,0.052,66.0,0.141,1,subprime,4,0.55,5.0,6.0,1
SME181374,micro,professional_services,employee,12.7,4.0,14300.0,1767.83,-0.244,10.0,0.372,2,super_prime,0,0.65,3.0,6.0,0
SME181375,micro,tech,employee,14.3,3.0,1000.0,4207.82,-0.191,45.0,0.222,1,super_prime,0,0.62,0.0,9.0,0
SME181376,small,healthcare,business_owner,4.0,45.0,18800.0,2246.0,0.01,15.0,0.754,7,prime,0,0.73,2.0,8.0,0
SME181377,small,food_service,employee,0.7,15.0,11400.0,4117.86,0.144,29.0,0.249,14,near_prime,0,0.65,2.0,5.0,0
SME181378,small,retail,business_owner,1.7,24.0,26000.0,1882.9,0.015,10.0,0.236,9,super_prime,0,0.99,0.0,7.0,0
SME181379,micro,retail,employee,6.9,15.0,2800.0,3426.43,-0.065,18.0,0.241,6,near_prime,0,0.91,1.0,10.0,0
SME181380,medium,professional_services,business_owner,0.5,4.0,1000.0,2360.81,0.016,26.0,0.5,1,prime,2,0.7,1.0,14.0,0
SME181381,small,professional_services,employee,5.3,7.0,12000.0,7109.68,0.044,71.0,0.255,4,super_prime,0,0.63,0.0,13.0,0
SME181382,small,food_service,business_owner,0.7,46.0,14500.0,4871.12,-0.024,26.0,0.412,4,subprime,2,0.37,2.0,16.0,0
SME181383,micro,retail,employee,0.5,30.0,19100.0,99981.09,0.149,787.0,0.172,14,super_prime,0,1.17,1.0,10.0,0
SME181384,micro,food_service,employee,0.7,46.0,8400.0,7042.16,0.222,39.0,0.167,6,prime,1,0.71,1.0,13.0,1
SME181385,micro,professional_services,employee,7.4,47.0,18500.0,1705.76,-0.198,9.0,0.362,10,super_prime,0,0.75,1.0,4.0,0
SME181386,micro,professional_services,employee,2.9,5.0,8600.0,5044.64,-0.163,30.0,0.126,13,prime,0,0.84,1.0,5.0,0
SME181387,micro,healthcare,business_owner,4.4,28.0,37200.0,7880.29,-0.018,89.0,0.102,1,near_prime,4,0.53,0.0,12.0,0
SME181388,micro,healthcare,business_owner,0.5,20.0,9500.0,3119.97,-0.141,20.0,0.435,4,prime,0,1.01,0.0,8.0,0
SME181389,micro,retail,business_owner,12.3,39.0,9500.0,2860.73,-0.091,14.0,0.079,9,prime,0,0.52,0.0,15.0,0
SME181390,small,retail,employee,0.5,11.0,1600.0,11397.35,0.095,74.0,0.166,5,super_prime,1,0.95,0.0,,0
SME181391,micro,retail,business_owner,0.7,6.0,25900.0,3453.58,0.101,18.0,0.173,4,super_prime,0,1.06,1.0,7.0,0
SME181392,small,healthcare,employee,7.0,26.0,24800.0,4399.01,-0.138,35.0,0.638,12,near_prime,2,0.68,3.0,6.0,0
SME181393,micro,construction,employee,19.2,36.0,14700.0,107.89,0.079,1.0,0.284,14,prime,2,0.9,0.0,8.0,0
SME181394,medium,retail,employee,5.5,15.0,21300.0,5287.2,0.039,47.0,0.113,4,near_prime,2,0.65,0.0,6.0,0
SME181395,micro,construction,employee,11.7,12.0,12900.0,3336.81,0.006,30.0,0.651,2,prime,0,0.96,1.0,8.0,0
SME181396,medium,professional_services,employee,7.2,1.0,6800.0,1719.43,-0.192,18.0,0.417,1,near_prime,1,0.86,2.0,11.0,0
SME181397,micro,professional_services,employee,8.2,5.0,6000.0,5793.77,0.132,30.0,0.346,12,prime,1,0.69,1.0,4.0,1
SME181398,micro,retail,employee,9.2,2.0,16800.0,2048.05,0.019,13.0,0.091,12,super_prime,0,0.92,2.0,11.0,0
SME181399,micro,professional_services,business_owner,0.5,39.0,7400.0,6666.84,-0.153,71.0,0.184,4,super_prime,0,0.74,0.0,7.0,0
SME181400,small,construction,employee,0.6,23.0,19600.0,6239.75,-0.017,52.0,0.324,12,prime,1,0.7,0.0,8.0,0
SME181401,small,professional_services,employee,4.8,8.0,11800.0,4296.37,0.098,27.0,0.116,7,subprime,0,0.47,2.0,8.0,0
SME181402,micro,healthcare,business_owner,1.3,7.0,23100.0,94.4,-0.056,1.0,0.187,9,prime,0,0.8,1.0,5.0,0
SME181403,micro,professional_services,employee,4.5,5.0,9500.0,1529.69,0.001,8.0,0.274,8,prime,1,0.99,1.0,14.0,0
SME181404,small,construction,employee,2.5,17.0,8700.0,3658.4,-0.021,25.0,0.182,4,near_prime,2,0.68,5.0,9.0,0
SME181405,small,tech,employee,1.0,24.0,20200.0,5148.42,0.082,61.0,0.065,12,near_prime,1,0.54,3.0,14.0,0
SME181406,micro,tech,business_owner,0.7,41.0,16200.0,6819.17,-0.02,38.0,0.21,13,subprime,6,0.31,1.0,3.0,0
SME181407,micro,retail,employee,5.6,8.0,21900.0,98.22,-0.018,1.0,0.351,2,super_prime,2,1.01,0.0,16.0,0
SME181408,medium,retail,business_owner,2.2,4.0,13700.0,4543.96,-0.085,37.0,0.336,7,prime,3,0.37,1.0,15.0,0
SME181409,micro,construction,business_owner,1.8,26.0,34900.0,1861.95,0.047,18.0,0.171,14,prime,0,0.93,1.0,13.0,1
SME181410,micro,retail,business_owner,1.3,14.0,21800.0,1932.44,-0.134,23.0,0.303,14,prime,0,0.77,0.0,8.0,0
SME181411,medium,construction,employee,2.0,11.0,14500.0,7037.75,0.156,48.0,0.69,8,subprime,3,0.77,1.0,11.0,1
SME181412,small,professional_services,employee,12.0,22.0,12600.0,4699.1,-0.019,35.0,0.322,14,near_prime,3,0.76,4.0,6.0,0
SME181413,micro,food_service,employee,4.0,5.0,3100.0,10937.4,0.127,63.0,0.584,4,near_prime,1,0.52,2.0,16.0,0
SME181414,micro,retail,business_owner,6.5,11.0,24100.0,4258.13,-0.117,29.0,0.066,7,prime,2,0.74,3.0,8.0,0
SME181415,micro,tech,employee,5.4,2.0,17600.0,7450.96,-0.001,89.0,0.451,5,prime,1,0.99,1.0,7.0,0
SME181416,micro,professional_services,employee,20.2,7.0,26700.0,5887.11,0.154,68.0,0.159,4,super_prime,0,0.63,0.0,13.0,0
SME181417,small,food_service,employee,2.8,18.0,14800.0,1625.45,0.047,9.0,0.692,8,prime,1,0.91,1.0,13.0,0
SME181418,micro,healthcare,business_owner,1.1,11.0,3000.0,5787.3,0.013,63.0,0.62,13,near_prime,1,0.53,2.0,13.0,1
SME181419,micro,healthcare,business_owner,3.4,3.0,18400.0,92.21,-0.078,1.0,0.259,2,near_prime,0,0.62,0.0,5.0,0
SME181420,micro,retail,business_owner,2.9,20.0,19000.0,998.45,0.097,5.0,0.385,4,super_prime,1,1.2,2.0,12.0,1
SME181421,small,tech,employee,5.9,4.0,13600.0,5091.84,-0.071,26.0,0.721,3,prime,0,0.72,0.0,10.0,0
SME181422,micro,construction,employee,4.3,2.0,11700.0,6639.98,-0.195,65.0,0.192,13,super_prime,0,0.76,0.0,9.0,0
SME181423,small,retail,business_owner,1.4,39.0,8500.0,1418.95,-0.056,13.0,0.363,4,super_prime,0,0.68,2.0,15.0,0
SME181424,small,professional_services,business_owner,0.5,17.0,21600.0,119.07,0.191,1.0,0.333,9,prime,1,0.75,2.0,0.0,0
SME181425,medium,retail,employee,3.0,7.0,24900.0,2227.05,0.01,17.0,0.553,6,near_prime,0,0.76,1.0,15.0,0
SME181426,micro,retail,business_owner,2.4,9.0,15800.0,2355.67,-0.354,24.0,0.186,12,prime,0,0.73,2.0,18.0,0
SME181427,medium,construction,employee,14.9,42.0,15800.0,101.42,0.014,1.0,0.301,1,near_prime,2,0.64,1.0,12.0,0
SME181428,micro,professional_services,business_owner,17.3,18.0,24500.0,3921.31,0.32,33.0,0.225,12,near_prime,3,0.55,4.0,12.0,0
SME181429,medium,professional_services,employee,7.3,2.0,27200.0,1732.99,-0.148,11.0,0.483,1,prime,1,0.85,3.0,11.0,0
SME181430,small,food_service,business_owner,0.6,26.0,11100.0,3923.66,0.183,26.0,0.262,10,super_prime,0,1.07,0.0,12.0,0
