customer_id,business_size,industry,cardholder_role,business_age_years,tenure_months,credit_limit,avg_monthly_spend,spend_trend_3mo,transaction_count_monthly,utilization_ratio,merchant_category_diversity,credit_score_band,late_payments_last_12mo,payment_ratio,support_calls_last_90d,login_frequency_monthly,churn_flag,received_offer,offer_type,retained_post_offer
SME140619,micro,construction,business_owner,6.6,3.0,3200.0,5498.14,0.009,45.0,0.63,11,prime,1,0.8,1.0,8.0,0,1,credit_increase,1
SME167046,micro,retail,employee,3.4,4.0,16000.0,8334.23,0.014,96.0,0.082,8,near_prime,1,0.53,3.0,7.0,0,1,credit_increase,1
SME127013,small,food_service,business_owner,2.1,3.0,11200.0,3491.21,-0.094,34.0,0.383,4,super_prime,0,0.89,2.0,2.0,1,0,none,1
SME183285,small,professional_services,employee,5.3,16.0,17600.0,6059.19,-0.026,37.0,0.38,3,prime,0,0.75,3.0,0.0,0,1,travel_credit,1
SME119805,small,construction,business_owner,4.6,21.0,4500.0,110.17,0.102,1.0,0.246,5,near_prime,0,0.96,1.0,17.0,0,0,none,0
SME194901,small,construction,business_owner,6.3,14.0,9300.0,6559.03,-0.208,74.0,0.034,2,prime,1,0.69,2.0,9.0,0,1,waived_fee,1
SME142045,small,retail,employee,6.2,10.0,24800.0,8835.22,-0.003,54.0,0.525,7,near_prime,1,0.55,,6.0,0,0,none,1
SME128571,micro,tech,business_owner,6.5,27.0,24200.0,5009.02,0.037,41.0,0.289,5,subprime,2,0.43,1.0,6.0,0,1,credit_increase,1
SME171911,micro,food_service,business_owner,3.8,4.0,15300.0,5421.53,-0.061,36.0,0.01,12,subprime,3,0.58,2.0,4.0,0,0,none,1
SME147629,small,professional_services,business_owner,3.5,19.0,35200.0,4067.8,0.075,38.0,0.279,3,near_prime,1,0.54,2.0,0.0,0,0,none,1
SME165904,micro,professional_services,employee,7.0,2.0,24200.0,3773.68,-0.029,22.0,0.07,6,prime,0,0.82,2.0,8.0,1,0,none,1
SME148127,micro,construction,business_owner,8.6,7.0,17300.0,6933.63,-0.093,36.0,0.506,3,super_prime,0,0.77,1.0,0.0,0,1,credit_increase,0
SME107702,small,food_service,business_owner,0.8,17.0,10400.0,2158.94,0.009,26.0,0.545,12,super_prime,1,0.75,1.0,5.0,1,0,none,1
SME185456,small,tech,business_owner,1.0,21.0,13900.0,88.55,-0.114,1.0,0.155,2,near_prime,2,0.53,1.0,0.0,0,1,credit_increase,0
SME171375,micro,tech,business_owner,0.5,22.0,4200.0,4493.67,0.165,50.0,0.193,2,super_prime,0,0.69,0.0,10.0,0,1,waived_fee,1
SME102466,small,professional_services,business_owner,11.3,11.0,21600.0,89.0,-0.11,1.0,0.106,6,super_prime,0,1.0,0.0,0.0,0,0,none,0
SME129584,small,food_service,business_owner,4.6,1.0,17700.0,7917.92,-0.066,58.0,0.565,12,super_prime,0,0.71,0.0,0.0,0,1,travel_credit,0
SME137961,micro,tech,employee,10.3,22.0,19100.0,1587.41,0.044,11.0,0.244,1,prime,1,0.68,1.0,14.0,0,0,none,1
SME124019,micro,food_service,business_owner,3.1,59.0,10600.0,5223.31,-0.026,56.0,0.188,8,super_prime,0,0.95,1.0,4.0,0,1,credit_increase,1
SME101460,small,food_service,business_owner,7.5,8.0,14200.0,126.45,0.264,1.0,0.579,3,prime,1,0.99,0.0,8.0,0,0,none,1
SME177741,micro,food_service,business_owner,3.9,1.0,11200.0,1115.43,-0.158,9.0,0.631,11,prime,0,0.82,3.0,4.0,1,1,waived_fee,0
SME111169,small,retail,employee,0.5,16.0,9500.0,3335.44,-0.04,38.0,0.645,5,subprime,1,0.52,4.0,2.0,0,0,none,1
SME149737,micro,professional_services,business_owner,3.4,8.0,21300.0,11535.46,0.156,112.0,0.341,2,prime,0,0.64,0.0,,1,0,none,1
SME111743,micro,retail,business_owner,10.5,27.0,25500.0,54685.32,0.014,322.0,0.178,7,subprime,3,0.72,3.0,13.0,0,1,waived_fee,1
SME155832,micro,professional_services,business_owner,9.4,5.0,20600.0,10367.72,0.154,71.0,0.231,5,subprime,2,0.54,1.0,1.0,0,0,none,1
SME176233,micro,professional_services,business_owner,5.9,3.0,1000.0,5605.04,-0.068,37.0,0.175,10,near_prime,0,0.83,1.0,2.0,0,0,none,1
SME108678,small,retail,employee,7.9,39.0,10600.0,5103.86,-0.184,31.0,0.172,6,super_prime,0,0.8,0.0,8.0,0,1,travel_credit,0
SME177160,micro,professional_services,employee,0.5,4.0,5900.0,11303.41,0.074,59.0,0.232,13,prime,2,0.9,3.0,3.0,0,1,travel_credit,1
SME145124,small,construction,business_owner,9.4,28.0,7900.0,4195.99,-0.172,22.0,0.174,11,super_prime,0,0.96,1.0,15.0,0,1,travel_credit,1
SME110856,small,food_service,business_owner,2.2,41.0,37700.0,103.61,0.036,1.0,0.325,5,near_prime,1,0.87,2.0,10.0,0,0,none,1
SME187098,micro,construction,business_owner,9.2,40.0,2500.0,4141.36,-0.236,29.0,0.385,10,near_prime,0,0.46,1.0,10.0,0,0,none,1
SME158599,micro,professional_services,employee,5.9,5.0,6500.0,4388.15,-0.031,33.0,0.233,10,prime,0,0.7,1.0,10.0,1,1,credit_increase,1
SME149127,micro,retail,employee,5.3,2.0,19900.0,4528.08,0.048,38.0,0.428,10,prime,2,0.52,1.0,9.0,1,1,travel_credit,1
SME133016,medium,construction,business_owner,1.0,127.0,12100.0,6077.37,-0.092,31.0,0.419,9,near_prime,1,0.65,3.0,12.0,0,0,none,0
SME141967,micro,food_service,employee,16.2,16.0,13800.0,1465.1,-0.139,16.0,0.43,3,subprime,1,0.29,1.0,12.0,0,0,none,1
SME148187,medium,healthcare,business_owner,2.9,1.0,24900.0,5407.22,0.143,31.0,0.416,1,subprime,4,0.69,5.0,10.0,1,0,none,0
SME192654,micro,construction,employee,4.1,16.0,20900.0,6861.21,-0.006,37.0,0.219,7,near_prime,1,0.49,1.0,13.0,0,1,waived_fee,1
SME103183,micro,food_service,employee,2.1,2.0,8300.0,5351.0,-0.15,27.0,0.299,3,super_prime,0,0.98,0.0,8.0,0,1,waived_fee,1
SME169284,small,professional_services,employee,7.7,27.0,9800.0,11942.52,0.21,124.0,0.216,5,prime,0,0.79,0.0,3.0,0,0,none,1
SME151700,small,healthcare,employee,31.4,21.0,14900.0,4252.01,-0.014,24.0,0.562,3,prime,2,0.89,1.0,17.0,0,0,none,0
SME171609,micro,healthcare,employee,14.7,29.0,33300.0,6369.85,-0.018,34.0,0.329,7,prime,1,0.79,1.0,10.0,0,1,credit_increase,1
SME194500,micro,professional_services,employee,6.1,2.0,18800.0,4702.99,0.147,27.0,0.478,14,prime,2,0.85,2.0,4.0,0,1,credit_increase,1
SME158234,micro,food_service,business_owner,2.8,1.0,1100.0,598.06,-0.002,3.0,0.328,5,subprime,1,0.41,5.0,15.0,0,0,none,0
SME114104,small,professional_services,employee,15.5,16.0,18000.0,5243.58,-0.178,61.0,0.479,5,super_prime,1,0.8,1.0,0.0,0,0,none,1
SME159810,medium,construction,business_owner,0.5,19.0,31100.0,5010.76,0.013,48.0,0.307,10,near_prime,2,0.72,0.0,0.0,0,0,none,0
SME129004,small,healthcare,business_owner,2.4,14.0,16600.0,5103.54,0.009,47.0,0.48,7,subprime,3,0.86,3.0,8.0,0,0,none,1
SME170976,small,professional_services,business_owner,17.2,17.0,25500.0,7824.31,0.152,68.0,0.812,2,prime,1,0.79,1.0,1.0,0,1,credit_increase,1
SME180721,micro,retail,employee,1.5,126.0,25300.0,6414.7,-0.106,55.0,0.507,1,prime,0,0.89,2.0,8.0,0,1,travel_credit,1
SME101378,small,retail,business_owner,2.7,26.0,15400.0,3868.82,-0.065,23.0,0.101,11,near_prime,1,0.78,2.0,,0,1,credit_increase,1
SME157342,small,healthcare,business_owner,5.3,16.0,15500.0,120.02,0.2,1.0,0.299,7,super_prime,0,0.99,0.0,7.0,0,1,waived_fee,1
SME139674,medium,food_service,business_owner,9.3,6.0,7800.0,104.32,0.043,1.0,0.136,14,prime,1,0.81,1.0,1.0,0,1,waived_fee,1
SME113701,micro,professional_services,business_owner,8.6,15.0,17100.0,3567.13,-0.032,26.0,0.172,5,super_prime,3,0.86,2.0,7.0,1,0,none,1
SME163815,micro,food_service,business_owner,2.5,3.0,14300.0,9079.21,-0.133,56.0,0.264,7,prime,0,0.78,,0.0,1,0,none,0
SME180993,micro,retail,business_owner,1.9,46.0,9200.0,1927.29,0.085,10.0,0.132,3,prime,4,0.81,2.0,8.0,1,1,credit_increase,1
SME129361,small,retail,business_owner,0.5,51.0,20900.0,2119.42,0.023,18.0,0.129,3,near_prime,4,0.79,2.0,4.0,1,1,travel_credit,1
SME185540,micro,tech,business_owner,7.6,5.0,11400.0,8109.16,0.097,86.0,0.48,9,super_prime,1,0.8,1.0,3.0,0,0,none,1
SME195361,small,food_service,business_owner,0.5,10.0,10400.0,7194.83,-0.19,40.0,0.401,4,prime,0,0.82,0.0,14.0,1,0,none,0
SME166884,micro,retail,business_owner,21.3,35.0,30700.0,8821.44,-0.004,78.0,0.525,8,near_prime,1,0.77,3.0,10.0,0,1,credit_increase,1
SME106284,small,food_service,employee,3.0,4.0,14000.0,6668.91,-0.04,55.0,0.177,10,prime,0,0.57,1.0,16.0,0,1,waived_fee,1
SME176188,micro,food_service,employee,5.1,13.0,7100.0,4702.4,0.019,31.0,0.67,5,super_prime,1,1.03,0.0,4.0,0,0,none,1
SME130097,micro,food_service,employee,11.2,34.0,14500.0,3319.02,-0.069,22.0,0.488,8,prime,0,0.94,,3.0,0,0,none,1
SME151906,micro,professional_services,employee,0.5,22.0,9900.0,5506.25,0.044,33.0,0.233,8,prime,1,0.14,0.0,2.0,1,1,credit_increase,1
SME199096,micro,professional_services,business_owner,6.8,1.0,10900.0,92.29,-0.077,1.0,0.114,3,near_prime,3,0.73,2.0,8.0,1,0,none,0
SME165682,micro,retail,business_owner,12.6,1.0,20000.0,1198.89,0.138,8.0,0.014,2,near_prime,3,0.82,1.0,5.0,0,1,waived_fee,1
SME111994,micro,food_service,business_owner,4.3,32.0,6100.0,8071.1,0.007,62.0,0.221,10,near_prime,1,0.95,0.0,9.0,0,1,credit_increase,1
SME107597,small,professional_services,employee,0.6,2.0,1000.0,5973.78,0.003,57.0,0.553,13,near_prime,3,1.07,4.0,4.0,0,0,none,1
SME184918,small,tech,employee,2.0,8.0,38800.0,1033.56,-0.092,6.0,0.345,7,super_prime,0,1.08,2.0,4.0,0,0,none,1
SME168693,micro,construction,business_owner,0.7,2.0,23600.0,3401.78,0.062,17.0,0.208,7,prime,1,0.62,2.0,8.0,1,1,travel_credit,1
SME151117,micro,food_service,employee,0.7,120.0,9700.0,1290.71,-0.197,8.0,0.18,3,super_prime,0,0.93,1.0,13.0,0,1,waived_fee,1
SME187788,small,construction,business_owner,3.1,1.0,8200.0,5559.15,-0.029,29.0,0.763,11,prime,0,1.04,1.0,8.0,1,0,none,0
SME120986,small,tech,employee,15.7,1.0,23000.0,8897.34,-0.095,47.0,0.265,2,prime,0,0.64,2.0,0.0,0,1,credit_increase,1
SME126775,micro,healthcare,employee,8.3,21.0,26600.0,2870.32,-0.093,19.0,0.126,10,prime,0,0.84,,9.0,0,0,none,1
SME165061,small,professional_services,employee,1.4,2.0,6000.0,8657.08,-0.198,52.0,0.049,4,prime,0,0.67,5.0,11.0,0,1,credit_increase,1
SME135262,micro,food_service,business_owner,5.9,7.0,20400.0,3474.75,0.124,30.0,0.467,7,near_prime,7,0.48,2.0,9.0,0,0,none,0
SME139502,small,food_service,business_owner,4.8,9.0,1000.0,3659.72,-0.037,24.0,0.71,9,subprime,3,0.85,5.0,14.0,1,0,none,0
SME144581,small,retail,employee,0.7,1.0,16700.0,357.19,0.055,4.0,0.368,10,super_prime,1,0.86,0.0,15.0,0,0,none,0
SME128823,medium,retail,business_owner,0.5,2.0,15800.0,6496.57,0.058,50.0,0.502,6,super_prime,1,0.86,1.0,6.0,0,0,none,1
SME102507,medium,tech,employee,1.8,3.0,19300.0,8235.79,0.14,68.0,0.538,9,prime,1,1.0,4.0,8.0,0,0,none,0
SME187379,small,healthcare,employee,1.3,10.0,10100.0,7159.99,-0.013,52.0,0.56,7,near_prime,0,0.74,2.0,14.0,0,1,travel_credit,1
SME117926,micro,professional_services,employee,10.5,30.0,19900.0,6534.55,0.036,81.0,0.159,12,prime,2,0.91,1.0,0.0,0,1,credit_increase,1
SME158984,micro,construction,business_owner,10.5,1.0,17500.0,1072.42,-0.277,6.0,0.228,7,prime,2,0.8,1.0,2.0,0,1,waived_fee,0
SME175654,micro,retail,employee,5.9,37.0,8600.0,1857.08,0.004,10.0,0.753,14,prime,0,0.79,0.0,10.0,0,0,none,1
SME157662,small,retail,business_owner,2.4,10.0,25400.0,6652.49,0.262,47.0,0.405,11,subprime,5,0.76,2.0,10.0,1,0,none,1
SME139348,small,construction,business_owner,0.6,56.0,25600.0,2206.87,-0.044,14.0,0.423,1,prime,0,0.75,1.0,10.0,0,0,none,0
SME147967,micro,food_service,business_owner,8.0,48.0,6800.0,120.85,0.209,1.0,0.463,4,prime,0,0.87,0.0,0.0,0,0,none,1
SME178444,small,retail,employee,4.1,4.0,24900.0,2922.37,-0.074,32.0,0.231,4,near_prime,3,0.77,4.0,16.0,1,0,none,0
SME181396,medium,professional_services,employee,7.2,1.0,6800.0,1719.43,-0.192,18.0,0.417,1,near_prime,1,0.86,2.0,11.0,0,1,waived_fee,1
SME123160,micro,retail,business_owner,4.9,53.0,9000.0,8877.58,0.171,52.0,0.453,6,prime,2,0.54,3.0,4.0,1,1,travel_credit,1
SME138006,small,professional_services,business_owner,6.4,14.0,24900.0,7251.32,-0.041,38.0,0.355,10,subprime,3,0.72,2.0,13.0,0,1,waived_fee,1
SME168526,micro,construction,business_owner,10.0,47.0,18500.0,1760.75,-0.225,17.0,0.301,14,prime,1,0.67,3.0,6.0,1,0,none,0
SME132116,micro,food_service,employee,0.5,11.0,1000.0,6792.2,0.014,83.0,0.19,9,prime,1,0.61,1.0,10.0,0,1,waived_fee,1
SME179067,medium,retail,business_owner,2.7,7.0,1000.0,4825.22,0.13,47.0,0.337,6,near_prime,1,0.65,2.0,5.0,0,1,waived_fee,1
SME116631,micro,professional_services,employee,8.7,27.0,15100.0,7603.53,0.118,71.0,0.515,13,prime,3,0.86,2.0,17.0,0,0,none,1
SME181556,small,professional_services,business_owner,7.3,27.0,4300.0,5165.88,-0.069,39.0,0.186,3,near_prime,4,0.57,0.0,,0,0,none,1
SME132488,micro,professional_services,employee,26.6,9.0,7600.0,5990.07,-0.146,46.0,0.376,5,subprime,4,0.73,2.0,5.0,0,0,none,1
SME167161,small,healthcare,employee,5.2,13.0,15500.0,108.27,0.083,1.0,0.12,9,prime,1,0.82,1.0,9.0,0,1,travel_credit,1
SME126769,medium,construction,business_owner,4.5,55.0,8600.0,4762.44,-0.044,28.0,0.111,11,prime,0,0.71,,3.0,0,1,travel_credit,1
SME114839,micro,professional_services,business_owner,2.6,9.0,18700.0,4065.13,-0.022,23.0,0.444,4,near_prime,3,0.88,0.0,0.0,0,0,none,1
SME125514,micro,construction,employee,17.1,27.0,25500.0,7080.24,-0.064,51.0,0.405,12,prime,2,0.88,4.0,8.0,0,0,none,1
SME150271,micro,healthcare,business_owner,0.5,2.0,2900.0,4715.53,0.212,35.0,0.123,4,subprime,3,0.65,2.0,11.0,0,1,travel_credit,1
SME162989,micro,healthcare,business_owner,17.5,15.0,20600.0,3927.76,0.005,21.0,0.329,14,near_prime,1,0.55,3.0,0.0,1,1,waived_fee,1
SME182757,micro,professional_services,employee,1.9,1.0,4300.0,5782.8,-0.102,34.0,0.61,9,near_prime,1,0.82,3.0,6.0,0,0,none,1
SME118084,medium,tech,business_owner,7.6,15.0,4700.0,2840.53,0.254,25.0,0.535,7,super_prime,1,0.86,1.0,10.0,0,0,none,0
SME152022,micro,retail,employee,0.5,22.0,15500.0,3106.7,-0.051,18.0,0.453,3,prime,2,0.77,0.0,16.0,0,1,waived_fee,1
SME131375,small,food_service,business_owner,2.6,58.0,20700.0,8846.59,0.077,64.0,0.468,1,prime,1,0.83,2.0,14.0,0,1,waived_fee,1
SME147823,micro,retail,business_owner,9.7,4.0,10000.0,9163.71,-0.02,83.0,0.119,8,near_prime,1,0.6,5.0,0.0,0,1,travel_credit,1
SME138158,small,professional_services,business_owner,11.9,10.0,19200.0,6750.45,-0.035,56.0,0.619,6,prime,0,0.74,2.0,9.0,1,1,credit_increase,1
SME119095,micro,tech,employee,0.8,17.0,8700.0,5527.63,0.082,29.0,0.627,6,prime,3,0.74,,11.0,0,0,none,1
SME105996,small,tech,business_owner,0.5,3.0,18200.0,3254.78,-0.167,20.0,0.228,2,prime,0,0.94,2.0,0.0,0,1,waived_fee,1
SME172465,micro,food_service,employee,1.0,20.0,11000.0,6117.12,0.194,62.0,0.302,2,prime,0,0.54,0.0,6.0,0,1,credit_increase,1
SME106454,small,healthcare,business_owner,1.0,2.0,25500.0,6455.68,0.105,73.0,0.094,12,prime,0,0.53,0.0,5.0,0,0,none,0
SME145078,small,professional_services,employee,11.9,31.0,24900.0,3112.15,-0.046,22.0,0.289,7,prime,1,0.63,1.0,20.0,0,1,waived_fee,1
SME133333,small,professional_services,employee,0.5,12.0,18000.0,10970.93,0.15,78.0,0.378,10,subprime,7,0.67,2.0,15.0,1,1,credit_increase,1
SME140064,small,retail,business_owner,16.5,11.0,18400.0,1716.8,-0.089,13.0,0.565,7,super_prime,0,0.75,5.0,6.0,1,1,credit_increase,0
SME163062,micro,food_service,employee,1.4,17.0,5000.0,5862.86,-0.049,39.0,0.182,8,near_prime,2,0.76,0.0,3.0,0,1,credit_increase,1
SME185995,small,professional_services,business_owner,0.6,2.0,9300.0,7778.68,-0.094,87.0,0.44,12,subprime,1,0.61,2.0,5.0,1,1,credit_increase,1
SME165110,small,healthcare,employee,5.3,3.0,13200.0,123.77,0.238,1.0,0.223,5,subprime,1,0.48,4.0,11.0,0,1,credit_increase,1
SME128889,micro,healthcare,employee,4.2,28.0,12600.0,9030.7,-0.01,57.0,0.201,9,super_prime,2,0.7,1.0,12.0,0,0,none,1
SME101971,medium,food_service,business_owner,3.0,7.0,6300.0,100.63,0.006,1.0,0.403,1,prime,1,0.81,0.0,8.0,0,0,none,1
SME145044,micro,professional_services,business_owner,1.7,13.0,10900.0,2987.33,-0.059,36.0,0.337,13,prime,2,0.89,1.0,4.0,0,1,credit_increase,1
SME140691,medium,healthcare,business_owner,0.9,78.0,6800.0,108.46,0.085,1.0,0.449,9,super_prime,0,0.76,,15.0,0,0,none,0
SME196457,medium,retail,business_owner,2.3,11.0,7900.0,6519.12,0.027,62.0,0.453,9,prime,1,0.78,2.0,5.0,0,0,none,1
SME139402,micro,retail,employee,2.1,2.0,29500.0,2581.01,-0.007,19.0,0.109,14,subprime,2,0.47,1.0,8.0,0,0,none,1
SME190889,medium,retail,business_owner,14.8,1.0,29500.0,8072.95,0.094,86.0,0.32,1,near_prime,0,0.81,0.0,10.0,0,0,none,1
SME143334,small,food_service,employee,2.9,2.0,11200.0,2473.61,-0.21,17.0,0.113,5,super_prime,0,0.77,2.0,12.0,0,1,waived_fee,1
SME188595,micro,retail,business_owner,15.8,14.0,14400.0,2736.64,0.031,20.0,0.386,8,prime,1,0.56,2.0,7.0,0,1,credit_increase,1
SME191843,medium,professional_services,business_owner,10.2,40.0,15400.0,1899.91,-0.157,14.0,0.395,7,near_prime,1,0.44,3.0,5.0,0,1,waived_fee,0
SME196388,micro,construction,business_owner,3.5,4.0,13400.0,6608.29,-0.135,43.0,0.468,3,prime,1,0.8,2.0,15.0,0,1,waived_fee,1
SME175116,micro,retail,business_owner,2.5,11.0,6300.0,5330.23,0.113,31.0,0.273,14,prime,0,0.69,2.0,10.0,0,1,credit_increase,1
SME166634,micro,professional_services,business_owner,8.6,4.0,2000.0,6887.72,0.085,57.0,0.715,11,near_prime,1,0.71,3.0,13.0,1,1,waived_fee,1
SME175908,small,tech,business_owner,5.7,57.0,19400.0,3205.99,0.126,28.0,0.445,4,near_prime,0,0.78,4.0,4.0,0,1,travel_credit,1
SME190765,micro,healthcare,business_owner,4.8,52.0,16200.0,2225.71,-0.18,24.0,0.191,5,prime,1,0.82,0.0,6.0,0,0,none,1
SME174068,small,retail,employee,0.5,43.0,7700.0,3443.3,0.032,19.0,0.332,5,subprime,2,0.53,3.0,2.0,0,0,none,1
SME130828,micro,retail,business_owner,0.8,9.0,17600.0,5587.36,0.278,41.0,0.114,11,prime,3,0.93,2.0,8.0,0,1,credit_increase,1
SME107314,micro,professional_services,employee,16.2,1.0,14100.0,6603.56,-0.021,35.0,0.067,5,prime,2,0.81,1.0,0.0,0,1,credit_increase,1
SME152840,micro,healthcare,employee,4.8,9.0,16600.0,85.85,-0.142,1.0,0.688,7,subprime,2,0.55,3.0,19.0,0,0,none,1
SME161298,small,professional_services,business_owner,3.3,40.0,29900.0,138.54,0.034,2.0,0.11,2,super_prime,0,0.89,2.0,11.0,0,0,none,1
SME184693,micro,construction,business_owner,10.2,18.0,2000.0,2253.94,-0.021,13.0,0.105,2,prime,2,0.79,0.0,12.0,0,0,none,1
SME135978,micro,food_service,business_owner,1.5,76.0,15300.0,5751.99,-0.059,48.0,0.752,6,prime,1,0.84,0.0,,0,0,none,0
SME140151,small,healthcare,business_owner,0.8,34.0,13400.0,5212.73,0.075,41.0,0.09,14,super_prime,0,0.87,3.0,7.0,0,1,credit_increase,1
SME172057,micro,professional_services,employee,6.1,5.0,13300.0,6836.54,0.128,64.0,0.501,8,prime,0,0.67,6.0,3.0,0,1,waived_fee,1
SME104535,micro,retail,employee,2.6,1.0,15300.0,7674.68,0.05,66.0,0.436,2,super_prime,1,0.95,0.0,14.0,0,1,credit_increase,0
SME173321,micro,food_service,employee,7.1,3.0,17100.0,6985.58,-0.116,74.0,0.668,8,prime,2,0.82,3.0,10.0,0,1,waived_fee,1
SME109094,micro,professional_services,business_owner,16.6,35.0,11900.0,7552.76,-0.066,44.0,0.067,4,prime,1,0.77,1.0,14.0,0,1,waived_fee,1
SME163253,micro,construction,business_owner,2.4,7.0,2600.0,3016.41,-0.088,31.0,0.384,8,prime,0,0.57,1.0,7.0,1,0,none,0
SME194602,micro,professional_services,business_owner,15.9,28.0,16200.0,5120.34,-0.038,32.0,0.107,13,subprime,1,0.52,2.0,3.0,0,1,credit_increase,1
SME127732,micro,tech,business_owner,0.6,9.0,19200.0,5727.72,-0.26,41.0,0.156,7,prime,0,0.95,1.0,19.0,0,1,travel_credit,0
SME100836,small,construction,business_owner,11.1,6.0,1000.0,4330.66,-0.1,26.0,0.109,5,super_prime,0,0.8,1.0,8.0,0,0,none,1
SME127867,small,professional_services,employee,1.9,34.0,17800.0,3326.84,0.184,17.0,0.571,10,near_prime,3,0.89,1.0,,0,0,none,1
SME134950,small,professional_services,employee,5.4,1.0,19500.0,96.91,-0.031,1.0,0.67,12,near_prime,1,0.76,1.0,19.0,0,1,waived_fee,1
SME132927,micro,professional_services,employee,10.0,1.0,17100.0,5488.82,0.141,48.0,0.502,11,prime,0,0.75,2.0,,1,0,none,1
SME166648,small,professional_services,employee,15.5,72.0,22700.0,3129.31,-0.181,18.0,0.824,1,prime,1,0.63,1.0,15.0,1,0,none,1
SME103665,micro,retail,employee,2.8,4.0,9100.0,4619.41,-0.126,30.0,0.434,14,super_prime,0,0.87,0.0,0.0,0,1,travel_credit,1
SME184977,micro,professional_services,business_owner,14.4,8.0,1800.0,5925.08,0.032,41.0,0.196,14,super_prime,1,0.99,0.0,0.0,1,0,none,1
SME171396,small,construction,business_owner,6.6,11.0,8200.0,112.37,0.124,1.0,0.146,3,subprime,2,0.89,5.0,15.0,0,1,credit_increase,1
SME107337,micro,retail,employee,8.5,5.0,19500.0,7004.47,-0.008,40.0,0.146,14,prime,1,0.75,2.0,2.0,0,1,credit_increase,1
SME161251,micro,professional_services,business_owner,16.6,5.0,26800.0,4466.06,-0.155,27.0,0.197,2,super_prime,0,0.99,1.0,,1,0,none,1
SME142747,medium,food_service,business_owner,8.7,12.0,2900.0,1278.87,0.081,13.0,0.305,13,prime,1,0.77,0.0,16.0,0,0,none,1
SME156529,micro,retail,business_owner,18.1,28.0,21300.0,5283.02,-0.345,33.0,0.256,14,near_prime,2,0.54,1.0,24.0,0,1,credit_increase,1
SME116008,micro,retail,business_owner,4.8,19.0,26700.0,8478.87,0.094,59.0,0.219,13,super_prime,0,1.05,3.0,5.0,1,0,none,1
SME126992,small,food_service,employee,19.0,4.0,14400.0,1829.52,-0.122,10.0,0.197,14,prime,2,0.86,0.0,11.0,0,0,none,1
SME140777,medium,construction,employee,0.5,27.0,18500.0,4549.34,-0.144,24.0,0.405,9,near_prime,2,0.79,5.0,0.0,0,0,none,1
SME141780,micro,healthcare,employee,26.1,2.0,19400.0,1487.55,0.063,11.0,0.186,12,prime,0,0.77,2.0,10.0,0,0,none,0
SME172577,small,retail,employee,7.8,1.0,5300.0,5252.38,0.276,56.0,0.736,5,prime,2,0.83,0.0,12.0,1,1,credit_increase,1
SME105793,micro,professional_services,business_owner,2.3,7.0,16400.0,4970.66,-0.126,37.0,0.339,4,prime,1,0.66,3.0,7.0,1,0,none,0
SME194250,small,construction,employee,0.5,2.0,13200.0,7197.78,0.105,48.0,0.425,5,prime,3,0.87,3.0,16.0,0,1,credit_increase,1
SME123644,micro,tech,employee,7.6,18.0,14400.0,4925.07,-0.02,25.0,0.373,13,super_prime,0,0.66,2.0,13.0,1,0,none,1
SME198665,small,professional_services,business_owner,11.6,18.0,3000.0,5243.9,0.113,36.0,0.445,8,prime,2,0.52,4.0,6.0,0,1,credit_increase,0
SME138247,small,healthcare,business_owner,22.6,1.0,14300.0,2340.44,0.171,12.0,0.206,9,subprime,2,0.54,5.0,5.0,0,0,none,1
SME144346,small,healthcare,business_owner,2.7,9.0,5800.0,32848.51,0.129,211.0,0.123,9,near_prime,1,0.64,3.0,13.0,0,1,travel_credit,1
SME108172,small,food_service,employee,0.5,27.0,8500.0,917.73,-0.069,9.0,0.154,11,super_prime,0,0.99,0.0,13.0,0,1,waived_fee,1
SME174862,micro,retail,business_owner,9.9,10.0,20400.0,6781.48,0.248,54.0,0.458,5,prime,0,0.67,0.0,11.0,0,0,none,1
SME160956,micro,construction,employee,18.5,90.0,11200.0,2328.33,0.142,16.0,0.211,12,near_prime,2,0.57,1.0,0.0,0,0,none,1
SME197102,small,professional_services,employee,4.7,25.0,19100.0,9630.94,-0.053,91.0,0.444,10,near_prime,0,0.56,2.0,16.0,0,1,credit_increase,1
SME129472,micro,retail,business_owner,2.0,15.0,14500.0,5365.58,0.056,36.0,0.592,9,subprime,3,0.51,3.0,7.0,0,0,none,1
SME143073,micro,professional_services,employee,4.7,15.0,18300.0,2890.14,-0.213,24.0,0.363,1,subprime,3,0.67,4.0,10.0,0,1,waived_fee,1
SME181213,small,healthcare,business_owner,20.2,6.0,14200.0,3623.75,0.217,32.0,0.209,2,prime,1,0.73,1.0,7.0,0,0,none,1
SME161590,small,healthcare,employee,1.2,1.0,14300.0,12961.34,-0.064,118.0,0.496,11,super_prime,0,0.97,1.0,12.0,0,0,none,1
SME110289,micro,professional_services,employee,11.8,5.0,14700.0,10019.63,0.144,66.0,0.524,12,near_prime,0,0.52,1.0,13.0,0,1,credit_increase,1
SME197373,small,construction,business_owner,1.7,28.0,28700.0,3108.91,0.226,16.0,0.383,9,super_prime,1,0.72,0.0,0.0,0,0,none,1
SME181604,medium,food_service,business_owner,16.7,6.0,9900.0,928.61,0.153,10.0,0.364,14,subprime,1,0.7,1.0,9.0,0,1,waived_fee,1
SME150755,micro,retail,employee,1.2,1.0,8300.0,1570.33,-0.313,8.0,0.475,2,subprime,2,0.55,1.0,7.0,1,0,none,1
